geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_country,geolocation_city_state
35602,ENGENHO DO RIBEIRO,MG,BR,ENGENHO DO RIBEIRO - MG
35603,ARAUJOS,MG,BR,ARAUJOS - MG
35604,MOEMA,MG,BR,MOEMA - MG
35606,MARTINHO CAMPOS,MG,BR,MARTINHO CAMPOS - MG
35607,IBITIRA,MG,BR,IBITIRA - MG
35608,ALBERTO ISAACSON,MG,BR,ALBERTO ISAACSON - MG
35610,DORES DO INDAIA,MG,BR,DORES DO INDAIA - MG
35613,ESTRELA DO INDAIA,MG,BR,ESTRELA DO INDAIA - MG
35617,SERRA DA SAUDADE,MG,BR,SERRA DA SAUDADE - MG
35620,ABAETE,MG,BR,ABAETE - MG
35621,BIQUINHAS,MG,BR,BIQUINHAS - MG
35622,PAINEIRAS,MG,BR,PAINEIRAS - MG
35623,POCOES DE PAINEIRAS,MG,BR,POCOES DE PAINEIRAS - MG
35624,CEDRO DO ABAETE,MG,BR,CEDRO DO ABAETE - MG
35625,QUARTEL GERAL,MG,BR,QUARTEL GERAL - MG
35628,MORADA NOVA DE MINAS,MG,BR,MORADA NOVA DE MINAS - MG
35640,POMPEU,MG,BR,POMPEU - MG
35650,PITANGUI,MG,BR,PITANGUI - MG
35655,ONCA DE PITANGUI,MG,BR,ONCA DE PITANGUI - MG
35657,LEANDRO FERREIRA,MG,BR,LEANDRO FERREIRA - MG
35660,PARA DE MINAS,MG,BR,PARA DE MINAS - MG
35661,PARÁ DE MINAS,MG,BR,PARÁ DE MINAS - MG
35662,PARA DE MINAS,MG,BR,PARA DE MINAS - MG
35663,PARÁ DE MINAS,MG,BR,PARÁ DE MINAS - MG
35665,TORNEIROS,MG,BR,TORNEIROS - MG
35666,MARAVILHAS,MG,BR,MARAVILHAS - MG
35667,PEQUI,MG,BR,PEQUI - MG
35668,CONCEICAO DO PARA,MG,BR,CONCEICAO DO PARA - MG
35669,PAPAGAIOS,MG,BR,PAPAGAIOS - MG
35670,MATEUS LEME,MG,BR,MATEUS LEME - MG
35672,AZURITA,MG,BR,AZURITA - MG
35674,SERRA AZUL,MG,BR,SERRA AZUL - MG
35675,JUATUBA,MG,BR,JUATUBA - MG
35680,ITAUNA,MG,BR,ITAUNA - MG
35681,ITAUNA,MG,BR,ITAUNA - MG
35685,ITATIAIUCU,MG,BR,ITATIAIUCU - MG
35688,SANTA TEREZINHA DE MINAS,MG,BR,SANTA TEREZINHA DE MINAS - MG
35690,FLORESTAL,MG,BR,FLORESTAL - MG
35694,SAO JOSE DA VARGINHA,MG,BR,SAO JOSE DA VARGINHA - MG
35695,IGARATINGA,MG,BR,IGARATINGA - MG
35698,ANTUNES,MG,BR,ANTUNES - MG
35700,SETE LAGOAS,MG,BR,SETE LAGOAS - MG
35701,SETE LAGOAS,MG,BR,SETE LAGOAS - MG
35702,SETE LAGOAS,MG,BR,SETE LAGOAS - MG
35703,SETE LAGOAS,MG,BR,SETE LAGOAS - MG
35706,BALDIM,MG,BR,BALDIM - MG
35707,SÃO VICENTE,MG,BR,SÃO VICENTE - MG
35709,FUNILANDIA,MG,BR,FUNILANDIA - MG
35710,INHAUMA,MG,BR,INHAUMA - MG
35715,PRUDENTE DE MORAIS,MG,BR,PRUDENTE DE MORAIS - MG
35720,MATOZINHOS,MG,BR,MATOZINHOS - MG
35725,MOCAMBEIRO,MG,BR,MOCAMBEIRO - MG
35730,CAPIM BRANCO,MG,BR,CAPIM BRANCO - MG
35732,BALDIM,MG,BR,BALDIM - MG
35733,SÃO VICENTE,MG,BR,SÃO VICENTE - MG
35736,FUNILANDIA,MG,BR,FUNILANDIA - MG
35738,PRUDENTE DE MORAIS,MG,BR,PRUDENTE DE MORAIS - MG
35740,ESMERALDAS,MG,BR,ESMERALDAS - MG
35750,MELO VIANA,MG,BR,MELO VIANA - MG
35760,FORTUNA DE MINAS,MG,BR,FORTUNA DE MINAS - MG
35763,INHAUMA,MG,BR,INHAUMA - MG
35765,CACHOEIRA DA PRATA,MG,BR,CACHOEIRA DA PRATA - MG
35767,JEQUITIBA,MG,BR,JEQUITIBA - MG
35770,CAETANÓPOLIS,MG,BR,CAETANÓPOLIS - MG
35774,PARAOPEBA,MG,BR,PARAOPEBA - MG
35777,ARACAI,MG,BR,ARACAI - MG
35780,CORDISBURGO,MG,BR,CORDISBURGO - MG
35785,SANTANA DE PIRAPAMA,MG,BR,SANTANA DE PIRAPAMA - MG
35790,CURVELO,MG,BR,CURVELO - MG
35791,SANTA RITA DO CEDRO,MG,BR,SANTA RITA DO CEDRO - MG
35793,ANGUERETA,MG,BR,ANGUERETA - MG
35794,FELIXLANDIA,MG,BR,FELIXLANDIA - MG
35796,INIMUTABA,MG,BR,INIMUTABA - MG
35798,MORRO DA GARCA,MG,BR,MORRO DA GARCA - MG
35800,FERROS,MG,BR,FERROS - MG
35804,ESMERALDAS DE FERROS,MG,BR,ESMERALDAS DE FERROS - MG
35810,PASSABÉM,MG,BR,PASSABÉM - MG
35815,SAO SEBASTIAO DO RIO PRETO,MG,BR,SAO SEBASTIAO DO RIO PRETO - MG
35820,ITAMBE DO MATO DENTRO,MG,BR,ITAMBE DO MATO DENTRO - MG
35830,JABOTICATUBAS,MG,BR,JABOTICATUBAS - MG
35845,SANTANA DO RIACHO,MG,BR,SANTANA DO RIACHO - MG
35850,CONGONHAS DO NORTE,MG,BR,CONGONHAS DO NORTE - MG
35860,CONCEICAO DO MATO DENTRO,MG,BR,CONCEICAO DO MATO DENTRO - MG
35863,SANTO ANTONIO DO NORTE,MG,BR,SANTO ANTONIO DO NORTE - MG
35865,DOM JOAQUIM,MG,BR,DOM JOAQUIM - MG
35868,GOROROS,MG,BR,GOROROS - MG
35875,MORRO DO PILAR,MG,BR,MORRO DO PILAR - MG
35878,CARMESIA,MG,BR,CARMESIA - MG
35880,SANTO ANTONIO DO RIO ABAIXO,MG,BR,SANTO ANTONIO DO RIO ABAIXO - MG
35894,DORES DE GUANHÃES,MG,BR,DORES DE GUANHÃES - MG
35900,ITABIRA,MG,BR,ITABIRA - MG
35901,ITABIRA,MG,BR,ITABIRA - MG
35902,ITABIRA,MG,BR,ITABIRA - MG
35903,ITABIRA,MG,BR,ITABIRA - MG
35904,ITABIRA,MG,BR,ITABIRA - MG
35905,IPOEMA,MG,BR,IPOEMA - MG
35907,SENHORA DO CARMO,MG,BR,SENHORA DO CARMO - MG
35908,BOM JESUS DO AMPARO,MG,BR,BOM JESUS DO AMPARO - MG
35910,SANTA MARIA DE ITABIRA,MG,BR,SANTA MARIA DE ITABIRA - MG
35920,NOVA ERA,MG,BR,NOVA ERA - MG
35930,JOAO MONLEVADE,MG,BR,JOAO MONLEVADE - MG
35931,JOAO MONLEVADE,MG,BR,JOAO MONLEVADE - MG
35932,JOAO MONLEVADE,MG,BR,JOAO MONLEVADE - MG
35935,SAO GONCALO DO RIO ABAIXO,MG,BR,SAO GONCALO DO RIO ABAIXO - MG
35938,BELA VISTA DE MINAS,MG,BR,BELA VISTA DE MINAS - MG
35940,RIO PIRACICABA,MG,BR,RIO PIRACICABA - MG
35950,ALVINÓPOLIS,MG,BR,ALVINÓPOLIS - MG
35955,FONSECA,MG,BR,FONSECA - MG
35960,SANTA BARBARA,MG,BR,SANTA BARBARA - MG
35963,BARRA FELIZ,MG,BR,BARRA FELIZ - MG
35969,CATAS ALTAS,MG,BR,CATAS ALTAS - MG
35970,BARAO DE COCAIS,MG,BR,BARAO DE COCAIS - MG
35975,BARÃO DE COCAIS,MG,BR,BARÃO DE COCAIS - MG
35984,DIONÍSIO,MG,BR,DIONÍSIO - MG
35986,SAO JOSE DO GOIABAL,MG,BR,SAO JOSE DO GOIABAL - MG
35995,SAO DOMINGOS DO PRATA,MG,BR,SAO DOMINGOS DO PRATA - MG
36010,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36011,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36013,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36015,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36016,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36020,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36021,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36025,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36026,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36030,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36031,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36032,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36033,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36035,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36036,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36037,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36038,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36039,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36045,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36046,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36047,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36048,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36050,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36051,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36052,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36060,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36061,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36062,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36070,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36071,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36072,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36073,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36080,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36081,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36083,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36084,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36085,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36087,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36088,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36090,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36091,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36092,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36094,JUIZ DE FORA,MG,BR,JUIZ DE FORA - MG
36104,SARANDIRA,MG,BR,SARANDIRA - MG
36106,ROSARIO DE MINAS,MG,BR,ROSARIO DE MINAS - MG
36108,EWBANK DA CAMARA,MG,BR,EWBANK DA CAMARA - MG
36110,CHACARA,MG,BR,CHACARA - MG
36120,MATIAS BARBOSA,MG,BR,MATIAS BARBOSA - MG
36123,SIMAO PEREIRA,MG,BR,SIMAO PEREIRA - MG
36126,BELMIRO BRAGA,MG,BR,BELMIRO BRAGA - MG
36130,RIO PRETO,MG,BR,RIO PRETO - MG
36132,SANTA BARBARA DO MONTE VERDE,MG,BR,SANTA BARBARA DO MONTE VERDE - MG
36135,SANTA RITA DE JACUTINGA,MG,BR,SANTA RITA DE JACUTINGA - MG
36140,LIMA DUARTE,MG,BR,LIMA DUARTE - MG
36144,CONCEICAO DA IBITIPOCA,MG,BR,CONCEICAO DA IBITIPOCA - MG
36145,OLARIA,MG,BR,OLARIA - MG
36146,SANTANA DO GARAMBEU,MG,BR,SANTANA DO GARAMBEU - MG
36148,PEDRO TEIXEIRA,MG,BR,PEDRO TEIXEIRA - MG
36150,RIO NOVO,MG,BR,RIO NOVO - MG
36152,GOIANA,MG,BR,GOIANA - MG
36155,CORONEL PACHECO,MG,BR,CORONEL PACHECO - MG
36157,PIAU,MG,BR,PIAU - MG
36160,GUARANI,MG,BR,GUARANI - MG
36165,TABULEIRO,MG,BR,TABULEIRO - MG
36170,PIRAUBA,MG,BR,PIRAUBA - MG
36180,RIO POMBA,MG,BR,RIO POMBA - MG
36185,SILVEIRANIA,MG,BR,SILVEIRANIA - MG
36190,MERCES,MG,BR,MERCES - MG
36195,PAIVA,MG,BR,PAIVA - MG
36200,BARBACENA,MG,BR,BARBACENA - MG
36201,BARBACENA,MG,BR,BARBACENA - MG
36202,BARBACENA,MG,BR,BARBACENA - MG
36204,BARBACENA,MG,BR,BARBACENA - MG
36205,BARBACENA,MG,BR,BARBACENA - MG
36206,MANTIQUEIRA DO PALMITAL,MG,BR,MANTIQUEIRA DO PALMITAL - MG
36207,SENHORA DAS DORES,MG,BR,SENHORA DAS DORES - MG
36208,CORREIA DE ALMEIDA,MG,BR,CORREIA DE ALMEIDA - MG
36210,DESTERRO DO MELO,MG,BR,DESTERRO DO MELO - MG
36212,BARROSO,MG,BR,BARROSO - MG
36213,DORES DE CAMPOS,MG,BR,DORES DE CAMPOS - MG
36215,SANTA BARBARA DO TUGURIO,MG,BR,SANTA BARBARA DO TUGURIO - MG
36220,ANTÔNIO CARLOS,MG,BR,ANTÔNIO CARLOS - MG
36225,IBERTIOGA,MG,BR,IBERTIOGA - MG
36227,PIEDADE DO RIO GRANDE,MG,BR,PIEDADE DO RIO GRANDE - MG
36230,BIAS FORTES,MG,BR,BIAS FORTES - MG
36235,SANTA RITA DO IBITIPOCA,MG,BR,SANTA RITA DO IBITIPOCA - MG
36240,SANTOS DUMONT,MG,BR,SANTOS DUMONT - MG
36243,DORES DO PARAIBUNA,MG,BR,DORES DO PARAIBUNA - MG
36245,SAO JOAO DA SERRA,MG,BR,SAO JOAO DA SERRA - MG
36250,OLIVEIRA FORTES,MG,BR,OLIVEIRA FORTES - MG
36255,ARACITABA,MG,BR,ARACITABA - MG
36260,ALTO RIO DOCE,MG,BR,ALTO RIO DOCE - MG
36263,ABREUS,MG,BR,ABREUS - MG
36264,VITORINOS,MG,BR,VITORINOS - MG
36265,CIPOTÂNEA,MG,BR,CIPOTÂNEA - MG
36270,RESSAQUINHA,MG,BR,RESSAQUINHA - MG
36272,ALFREDO VASCONCELOS,MG,BR,ALFREDO VASCONCELOS - MG
36275,SENHORA DOS REMEDIOS,MG,BR,SENHORA DOS REMEDIOS - MG
36280,CARANDAI,MG,BR,CARANDAI - MG
36290,CAPELA NOVA,MG,BR,CAPELA NOVA - MG
36300,SAO JOAO DEL REI,MG,BR,SAO JOAO DEL REI - MG
36301,SAO JOAO DEL REI,MG,BR,SAO JOAO DEL REI - MG
36302,SAO JOAO DEL REI,MG,BR,SAO JOAO DEL REI - MG
36303,SAO JOAO DEL REI,MG,BR,SAO JOAO DEL REI - MG
36305,SAO JOAO DEL REI,MG,BR,SAO JOAO DEL REI - MG
36307,SAO JOAO DEL REI,MG,BR,SAO JOAO DEL REI - MG
36309,SÃO JOÃO DEL REI,MG,BR,SÃO JOÃO DEL REI - MG
36315,RIO DAS MORTES,MG,BR,RIO DAS MORTES - MG
36316,SÃO SEBASTIÃO DA VITÓRIA,MG,BR,SÃO SEBASTIÃO DA VITÓRIA - MG
36318,SAO JOAO DEL REI,MG,BR,SAO JOAO DEL REI - MG
36320,PRADOS,MG,BR,PRADOS - MG
36325,TIRADENTES,MG,BR,TIRADENTES - MG
36328,SANTA CRUZ DE MINAS,MG,BR,SANTA CRUZ DE MINAS - MG
36330,CORONEL XAVIER CHAVES,MG,BR,CORONEL XAVIER CHAVES - MG
36335,RITAPOLIS,MG,BR,RITAPOLIS - MG
36340,RESENDE COSTA,MG,BR,RESENDE COSTA - MG
36345,LAGOA DOURADA,MG,BR,LAGOA DOURADA - MG
36350,SAO TIAGO,MG,BR,SAO TIAGO - MG
36352,MERCES DE AGUA LIMPA,MG,BR,MERCES DE AGUA LIMPA - MG
36360,CONCEICAO DA BARRA DE MINAS,MG,BR,CONCEICAO DA BARRA DE MINAS - MG
36370,NAZARENO,MG,BR,NAZARENO - MG
36390,ITUTINGA,MG,BR,ITUTINGA - MG
36400,CONSELHEIRO LAFAIETE,MG,BR,CONSELHEIRO LAFAIETE - MG
36401,CONSELHEIRO LAFAIETE,MG,BR,CONSELHEIRO LAFAIETE - MG
36402,CONSELHEIRO LAFAIETE,MG,BR,CONSELHEIRO LAFAIETE - MG
36404,CONSELHEIRO LAFAIETE,MG,BR,CONSELHEIRO LAFAIETE - MG
36405,CONSELHEIRO LAFAIETE,MG,BR,CONSELHEIRO LAFAIETE - MG
36406,CONSELHEIRO LAFAIETE,MG,BR,CONSELHEIRO LAFAIETE - MG
36407,CONSELHEIRO LAFAIETE,MG,BR,CONSELHEIRO LAFAIETE - MG
36408,CONSELHEIRO LAFAIETE,MG,BR,CONSELHEIRO LAFAIETE - MG
36415,CONGONHAS,MG,BR,CONGONHAS - MG
36417,ALTO MARANHAO,MG,BR,ALTO MARANHAO - MG
36419,CONGONHAS,MG,BR,CONGONHAS - MG
36420,OURO BRANCO,MG,BR,OURO BRANCO - MG
36422,CASA GRANDE,MG,BR,CASA GRANDE - MG
36424,QUELUZITO,MG,BR,QUELUZITO - MG
36426,CRISTIANO OTONI,MG,BR,CRISTIANO OTONI - MG
36428,CARANAIBA,MG,BR,CARANAIBA - MG
36430,SANTANA DOS MONTES,MG,BR,SANTANA DOS MONTES - MG
36440,ITAVERAVA,MG,BR,ITAVERAVA - MG
36450,CATAS ALTAS DA NORUEGA,MG,BR,CATAS ALTAS DA NORUEGA - MG
36455,LAMIM,MG,BR,LAMIM - MG
36460,RIO ESPERA,MG,BR,RIO ESPERA - MG
36465,RIO MELO,MG,BR,RIO MELO - MG
36470,SENHORA DE OLIVEIRA,MG,BR,SENHORA DE OLIVEIRA - MG
36475,PRESIDENTE BERNARDES,MG,BR,PRESIDENTE BERNARDES - MG
36480,PIRANGA,MG,BR,PIRANGA - MG
36485,SANTO ANTONIO DO PIRAPETINGA,MG,BR,SANTO ANTONIO DO PIRAPETINGA - MG
36490,PINHEIROS ALTOS,MG,BR,PINHEIROS ALTOS - MG
36500,UBA,MG,BR,UBA - MG
36501,UBA,MG,BR,UBA - MG
36502,UBA,MG,BR,UBA - MG
36503,UBÁ,MG,BR,UBÁ - MG
36504,UBA,MG,BR,UBA - MG
36505,UBÁ,MG,BR,UBÁ - MG
36506,UBA,MG,BR,UBA - MG
36507,UBA,MG,BR,UBA - MG
36510,RODEIRO,MG,BR,RODEIRO - MG
36512,TOCANTINS,MG,BR,TOCANTINS - MG
36513,DORES DO TURVO,MG,BR,DORES DO TURVO - MG
36515,GUIDOVAL,MG,BR,GUIDOVAL - MG
36520,VISCONDE DO RIO BRANCO,MG,BR,VISCONDE DO RIO BRANCO - MG
36525,GUIRICEMA,MG,BR,GUIRICEMA - MG
36530,SAO GERALDO,MG,BR,SAO GERALDO - MG
36532,SAO GERALDO,MG,BR,SAO GERALDO - MG
36540,SENADOR FIRMINO,MG,BR,SENADOR FIRMINO - MG
36542,BRÁS PIRES,MG,BR,BRÁS PIRES - MG
36544,PAULA CANDIDO,MG,BR,PAULA CANDIDO - MG
36546,DIVINÉSIA,MG,BR,DIVINÉSIA - MG
36550,COIMBRA,MG,BR,COIMBRA - MG
36555,ERVALIA,MG,BR,ERVALIA - MG
36560,CAJURI,MG,BR,CAJURI - MG
36568,PORTO FIRME,MG,BR,PORTO FIRME - MG
36570,VICOSA,MG,BR,VICOSA - MG
36572,VICOSA,MG,BR,VICOSA - MG
36574,VIÇOSA,MG,BR,VIÇOSA - MG
36576,PORTO FIRME,MG,BR,PORTO FIRME - MG
36580,TEIXEIRAS,MG,BR,TEIXEIRAS - MG
36585,PEDRA DO ANTA,MG,BR,PEDRA DO ANTA - MG
36590,SÃO MIGUEL DO ANTA,MG,BR,SÃO MIGUEL DO ANTA - MG
36592,CANAA,MG,BR,CANAA - MG
36594,ARAPONGA,MG,BR,ARAPONGA - MG
36600,BICAS,MG,BR,BICAS - MG
36604,ROCHEDO DE MINAS,MG,BR,ROCHEDO DE MINAS - MG
36606,GUARARA,MG,BR,GUARARA - MG
36608,MARIPA DE MINAS,MG,BR,MARIPA DE MINAS - MG
36610,PEQUERI,MG,BR,PEQUERI - MG
36620,SANTANA DO DESERTO,MG,BR,SANTANA DO DESERTO - MG
36630,CHIADOR,MG,BR,CHIADOR - MG
36640,MAR DE ESPANHA,MG,BR,MAR DE ESPANHA - MG
36649,MAR DE ESPANHA,MG,BR,MAR DE ESPANHA - MG
36650,SENADOR CORTES,MG,BR,SENADOR CORTES - MG
36660,ALEM PARAIBA,MG,BR,ALEM PARAIBA - MG
36664,ANGUSTURA,MG,BR,ANGUSTURA - MG
36666,ALEM PARAIBA,MG,BR,ALEM PARAIBA - MG
36670,SANTO ANTÔNIO DO AVENTUREIRO,MG,BR,SANTO ANTÔNIO DO AVENTUREIRO - MG
36675,SAO DOMINGOS,MG,BR,SAO DOMINGOS - MG
36680,SAO JOAO NEPOMUCENO,MG,BR,SAO JOAO NEPOMUCENO - MG
36688,SAO JOAO NEPOMUCENO,MG,BR,SAO JOAO NEPOMUCENO - MG
36690,DESCOBERTO,MG,BR,DESCOBERTO - MG
36700,LEOPOLDINA,MG,BR,LEOPOLDINA - MG
36702,TEBAS,MG,BR,TEBAS - MG
36707,RIBEIRO JUNQUEIRA,MG,BR,RIBEIRO JUNQUEIRA - MG
36708,PIACATUBA,MG,BR,PIACATUBA - MG
36710,ARGIRITA,MG,BR,ARGIRITA - MG
36720,VOLTA GRANDE,MG,BR,VOLTA GRANDE - MG
36725,ESTRELA DALVA,MG,BR,ESTRELA DALVA - MG
36730,PIRAPETINGA,MG,BR,PIRAPETINGA - MG
36740,RECREIO,MG,BR,RECREIO - MG
36750,PALMA,MG,BR,PALMA - MG
36753,CISNEIROS,MG,BR,CISNEIROS - MG
36756,ITAPIRUCU,MG,BR,ITAPIRUCU - MG
36760,LARANJAL,MG,BR,LARANJAL - MG
36770,CATAGUASES,MG,BR,CATAGUASES - MG
36771,CATAGUASES,MG,BR,CATAGUASES - MG
36772,CATAGUASES,MG,BR,CATAGUASES - MG
36773,CATAGUASES,MG,BR,CATAGUASES - MG
36774,CATAGUASES,MG,BR,CATAGUASES - MG
36777,SERENO,MG,BR,SERENO - MG
36778,VISTA ALEGRE,MG,BR,VISTA ALEGRE - MG
36779,CATAGUARINO,MG,BR,CATAGUARINO - MG
36780,ASTOLFO DUTRA,MG,BR,ASTOLFO DUTRA - MG
36784,DONA EUZEBIA,MG,BR,DONA EUZEBIA - MG
36787,SAO MANOEL DO GUAIACU,MG,BR,SAO MANOEL DO GUAIACU - MG
36788,ITAMARATI DE MINAS,MG,BR,ITAMARATI DE MINAS - MG
36790,MIRAI,MG,BR,MIRAI - MG
36793,SAO SEBASTIAO DA VARGEM ALEGRE,MG,BR,SAO SEBASTIAO DA VARGEM ALEGRE - MG
36795,SANTANA DE CATAGUASES,MG,BR,SANTANA DE CATAGUASES - MG
36800,CARANGOLA,MG,BR,CARANGOLA - MG
36803,ALVORADA,MG,BR,ALVORADA - MG
36805,PONTE ALTA DE MINAS,MG,BR,PONTE ALTA DE MINAS - MG
36810,SAO FRANCISCO DO GLORIA,MG,BR,SAO FRANCISCO DO GLORIA - MG
36815,FERVEDOURO,MG,BR,FERVEDOURO - MG
36820,DIVINO,MG,BR,DIVINO - MG
36828,ORIZANIA,MG,BR,ORIZANIA - MG
36830,ESPERA FELIZ,MG,BR,ESPERA FELIZ - MG
36832,CAIANA,MG,BR,CAIANA - MG
36834,CAPARAO,MG,BR,CAPARAO - MG
36840,FARIA LEMOS,MG,BR,FARIA LEMOS - MG
36844,TOMBOS,MG,BR,TOMBOS - MG
36846,TOMBOS,MG,BR,TOMBOS - MG
36847,PEDRA DOURADA,MG,BR,PEDRA DOURADA - MG
36850,ANTONIO PRADO DE MINAS,MG,BR,ANTONIO PRADO DE MINAS - MG
36855,EUGENOPOLIS,MG,BR,EUGENOPOLIS - MG
36860,PATROCINIO DO MURIAE,MG,BR,PATROCINIO DO MURIAE - MG
36870,BARAO DE MONTE ALTO,MG,BR,BARAO DE MONTE ALTO - MG
36873,SILVEIRA CARVALHO,MG,BR,SILVEIRA CARVALHO - MG
36876,CACHOEIRA ALEGRE,MG,BR,CACHOEIRA ALEGRE - MG
36878,ROSARIO DA LIMEIRA,MG,BR,ROSARIO DA LIMEIRA - MG
36880,MURIAÉ,MG,BR,MURIAÉ - MG
36881,MURIAÉ,MG,BR,MURIAÉ - MG
36883,MURIAÉ,MG,BR,MURIAÉ - MG
36884,MURIAE,MG,BR,MURIAE - MG
36886,MURIAE,MG,BR,MURIAE - MG
36887,MURIAE,MG,BR,MURIAE - MG
36888,MURIAE,MG,BR,MURIAE - MG
36889,MURIAE,MG,BR,MURIAE - MG
36891,MACUCO,MG,BR,MACUCO - MG
36892,VERMELHO,MG,BR,VERMELHO - MG
36893,MIRADOURO,MG,BR,MIRADOURO - MG
36895,VIEIRAS,MG,BR,VIEIRAS - MG
36900,MANHUACU,MG,BR,MANHUACU - MG
36905,REALEZA,MG,BR,REALEZA - MG
36906,SAO PEDRO DO AVAI,MG,BR,SAO PEDRO DO AVAI - MG
36908,SAO SEBASTIAO DO SACRAMENTO,MG,BR,SAO SEBASTIAO DO SACRAMENTO - MG
36910,SANTA MARGARIDA,MG,BR,SANTA MARGARIDA - MG
36913,SANTA MARGARIDA,MG,BR,SANTA MARGARIDA - MG
36915,RIBEIRAO DE SAO DOMINGOS,MG,BR,RIBEIRAO DE SAO DOMINGOS - MG
36918,SÃO JOÃO DO MANHUAÇU,MG,BR,SÃO JOÃO DO MANHUAÇU - MG
36920,REDUTO,MG,BR,REDUTO - MG
36923,LUISBURGO,MG,BR,LUISBURGO - MG
36925,CAPUTIRA,MG,BR,CAPUTIRA - MG
36930,SIMONESIA,MG,BR,SIMONESIA - MG
36935,ALEGRIA,MG,BR,ALEGRIA - MG
36940,SANTANA DO MANHUACU,MG,BR,SANTANA DO MANHUACU - MG
36947,CONCEICAO DE IPANEMA,MG,BR,CONCEICAO DE IPANEMA - MG
36950,IPANEMA,MG,BR,IPANEMA - MG
36953,TAPARUBA,MG,BR,TAPARUBA - MG
36955,MUTUM,MG,BR,MUTUM - MG
36958,ROSEIRAL,MG,BR,ROSEIRAL - MG
36960,POCRANE,MG,BR,POCRANE - MG
36970,MANHUMIRIM,MG,BR,MANHUMIRIM - MG
36972,MARTINS SOARES,MG,BR,MARTINS SOARES - MG
36974,DURANDE,MG,BR,DURANDE - MG
36976,ALTO JEQUITIBA,MG,BR,ALTO JEQUITIBA - MG
36979,ALTO CAPARAO,MG,BR,ALTO CAPARAO - MG
36980,LAJINHA,MG,BR,LAJINHA - MG
36985,CHALE,MG,BR,CHALE - MG
36990,SAO JOSE DO MANTIMENTO,MG,BR,SAO JOSE DO MANTIMENTO - MG
37002,VARGINHA,MG,BR,VARGINHA - MG
37004,VARGINHA,MG,BR,VARGINHA - MG
37006,VARGINHA,MG,BR,VARGINHA - MG
37007,VARGINHA,MG,BR,VARGINHA - MG
37010,VARGINHA,MG,BR,VARGINHA - MG
37011,VARGINHA,MG,BR,VARGINHA - MG
37012,VARGINHA,MG,BR,VARGINHA - MG
37014,VARGINHA,MG,BR,VARGINHA - MG
37018,VARGINHA,MG,BR,VARGINHA - MG
37022,VARGINHA,MG,BR,VARGINHA - MG
37026,VARGINHA,MG,BR,VARGINHA - MG
37030,VARGINHA,MG,BR,VARGINHA - MG
37031,VARGINHA,MG,BR,VARGINHA - MG
37034,VARGINHA,MG,BR,VARGINHA - MG
37036,VARGINHA,MG,BR,VARGINHA - MG
37038,VARGINHA,MG,BR,VARGINHA - MG
